_id,ONDERWIJSBESTUURID,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDERGROEPID,ONDERWIJSBEGELEIDINGSAANBIEDERID,BEGINDATUM,EINDDATUM,CONTEXT,SUBCONTEXT_NUMMER,SUBCONTEXT,CONTACTNAAM,EMAILADRES,FAXNUMMER,TELEFOONNUMMER,WEBADRES,BEZOEKNL_STRAATNAAM,BEZOEKNL_HUISNUMMER,BEZOEKNL_HUISNUMMERTOEVOEGING,BEZOEKNL_POSTCODE,BEZOEKNL_PLAATSNAAM,POSTNL_STRAATNAAM,POSTNL_HUISNUMMER,POSTNL_HUISNUMMERTOEVOEGING,POSTNL_POSTCODE,POSTNL_PLAATSNAAM,BEZOEKBTL_ADRESREGEL_EEN,BEZOEKBTL_ADRESREGEL_TWEE,BEZOEKBTL_ADRESREGEL_DRIE,BEZOEKBTL_LANDNAAM,POSTBTL_ADRESREGEL_EEN,POSTBTL_ADRESREGEL_TWEE,POSTBTL_ADRESREGEL_DRIE,POSTBTL_LANDNAAM
3183,,103A314,,,2023-11-01T00:00:00,,ALGEMEEN,0,,,directie.palet@stichtingklasse.nl,,0182-526304,https://www.paletgouda.nl/,Knipmolenweg,2,,2807DC,Gouda,Knipmolenweg,2,,2807DC,Gouda,,,,,,,,
3184,,103A315,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.hetschateiland@stichtingklasse.nl,,0182514464,https://obshetschateiland.nl/,Mercatorhof,7,,2803EX,Gouda,Mercatorhof,7,,2803EX,Gouda,,,,,,,,
3185,,103A316,,,2023-11-01T00:00:00,,ALGEMEEN,0,,,info.hetgroeneeiland@stichtingklasse.nl,,0182530790,https://www.hetgroene-eiland.nl/,Oosthoef,3,,2804ST,Gouda,Oosthoef,3,,2804ST,Gouda,,,,,,,,
3186,,103A317,,,2025-10-06T00:00:00,,ALGEMEEN,0,,,info.hetvogelnest@stichtingklasse.nl,,0172614330,https://www.basisschoolhetvogelnest.nl/,Leeuwerik,3,,2411KR,Bodegraven,Leeuwerik,3,,2411KR,Bodegraven,,,,,,,,
3187,,103A318,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,directie@rembrandtvanrijnschool.nl,,0348483150,https://www.rembrandtvanrijnschool.nl/,Jozef Israëlslaan,31,,3443CR,Woerden,Jozef Israëlslaan,31,,3443CR,Woerden,,,,,,,,
3188,,103A319,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@theothijssenschool.nl,,0182614421,https://www.theothijssenschool.nl/,Kerkweg-Oost,230,,2741HA,Waddinxveen,Kerkweg-Oost,230,,2741HA,Waddinxveen,,,,,,,,
3189,,103A320,,,2025-02-13T00:00:00,,ALGEMEEN,0,,,info.vindingrijk@stichtingklasse.nl,,0182583065,https://www.obsvindingrijk.nl/,Heemraadslag,1,,2805DR,Gouda,Heemraadslag,1,,2805DR,Gouda,,,,,,,,
3190,,103A321,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info.hetavontuur@stichtingklasse.nl,,0182571746,https://www.sbo-hetavontuur.nl/,Mercatorsingel,50,,2803ER,Gouda,Mercatorsingel,50,,2803ER,Gouda,,,,,,,,
3191,,103A323,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Waalstraat,30,,5215CK,'s-Hertogenbosch,,,,,,,,,,,,,
3192,,103A327,,,2025-11-13T00:00:00,,ALGEMEEN,1,,,e.jager@aves.nl,,0527-271638,,het Laantje,6,,8311AZ,Espel,het Laantje,6,,8311AZ,Espel,,,,,,,,
3193,,103A330,,,2025-09-26T00:00:00,,ALGEMEEN,0,,,info@kleurenbos.nl,,0622222222,,Rusheuvelstraat,75,,5346JH,Oss,Rusheuvelstraat,75,,5346JH,Oss,,,,,,,,
3194,,103A332,,,2023-11-07T00:00:00,,AANMELDEN,0,,,administratie@yuverta.nl,,0884354200,https://www.yuverta.nl,,,,,,,,,,,,,,,,,,
3195,,103A333,,,2023-11-07T00:00:00,,AANMELDEN,0,,,administratie@yuverta.nl,,0884354200,https://www.yuverta.nl,,,,,,,,,,,,,,,,,,
3196,,103A334,,,2023-11-07T00:00:00,,AANMELDEN,0,,,administratie@yuverta.nl,,0884354200,https://www.yuverta.nl,,,,,,,,,,,,,,,,,,
3197,,103A335,,,2023-11-07T00:00:00,,AANMELDEN,0,,,administratie@yuverta.nl,,0884354200,https://www.yuverta.nl,,,,,,,,,,,,,,,,,,
3198,,103A336,,,2023-11-07T00:00:00,,AANMELDEN,0,,,administratie@yuverta.nl,,0884354200,https://www.yuverta.nl,,,,,,,,,,,,,,,,,,
3199,,103A337,,,2023-11-07T00:00:00,,AANMELDEN,0,,,administratie@yuverta.nl,,0884354200,https://www.yuverta.nl,,,,,,,,,,,,,,,,,,
3200,,103A340,,,2025-06-18T00:00:00,,ALGEMEEN,0,,,welkomopantonius@bestonderwijs.nl,,0499371250,https://www.antoniusbest.nl,Vlinderhei,14,,5685GZ,Best,Vlinderhei,14,,5685GZ,Best,,,,,,,,
3201,,103A341,,,2023-01-31T00:00:00,,ALGEMEEN,0,,,,,0499-371297,https://www.kindcentrumdekiezel.nl/,Secretaris L. Jansenstr,5,,5682AC,Best,Secretaris L. Jansenstr,5,,5682AC,Best,,,,,,,,
3202,,103A342,,,2022-03-29T00:00:00,,ALGEMEEN,0,,,platijn@bestonderwijs.nl,,0499375750,https://www.kindcentrumplatijn.nl,Maatstok,1,,5684KE,Best,Maatstok,1,,5684KE,Best,,,,,,,,
3203,,103A343,,,2023-01-10T00:00:00,,ALGEMEEN,0,,Directie,directie@obsdewielewaal.nl,,0418-591498,https://www.obsdewielewaal.nl,Vredeplein,1,,4175HA,Haaften,,,,,,,,,,,,,
3204,,103A344,,,2022-03-29T00:00:00,,ALGEMEEN,0,,,zevensprong@bestonderwijs.nl,,0499330478,https://www.zevensprong.nl,Haktol,1,,5683LL,Best,Haktol,1,,5683LL,Best,,,,,,,,
3205,,103A345,,,2022-03-29T00:00:00,,ALGEMEEN,0,,,klimboom@bestonderwijs.nl,,0499310265,https://www.klimboom.nl,Paardenhei,1,,5685GW,Best,Paardenhei,1,,5685GW,Best,,,,,,,,
3206,,103A346,,,2025-09-30T00:00:00,,ALGEMEEN,0,,,cbsdekoperwiek@aves.nl,,0527-697988,,Lijsterbesstraat,32,,8302CN,Emmeloord,Lijsterbesstraat,32,,8302CN,Emmeloord,,,,,,,,
3207,,103A348,,,2022-03-29T00:00:00,,ALGEMEEN,0,,,bricks@bestonderwijs.nl,,0499371216,https://www.kindcentrumbricks.nl,Johannes Verleunstraat,29,,5684TT,Best,Johannes Verleunstraat,29,,5684TT,Best,,,,,,,,
3208,,103A349,,,2022-03-29T00:00:00,,ALGEMEEN,0,,,heydonck@bestonderwijs.nl,,0499372398,https://www.bs-heydonck.nl,Max de Bossustraat,8,,5684CG,Best,Max de Bossustraat,8,,5684CG,Best,,,,,,,,
3209,,103A359,,,2021-07-07T00:00:00,,ALGEMEEN,0,,Directie,directie@obsdewaerdenburght.nl,,0418-651325,https://www.obsdewaerdenburght.nl,De Koeldert,26,,4181CK,Waardenburg,,,,,,,,,,,,,
3210,,103A360,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.horizon@sophiascholen.nl,,071-4029196,https://www.rkhorizon.nl,Monseigneur Bekkersstraat,1,,2223AP,Katwijk,,,,,,,,,,,,,
3211,,103A362,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.schapendel@sophiascholen.nl,,071-3610662,https://www.schapendel.nl,Stakman Bossestraat,73,,2203GH,Noordwijk,,,,,,,,,,,,,
3212,,103A363,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.montessori@sophiascholen.nl,,071-3610662,https://www.montessorinoordwijk.nl,Jan de Ridderstraat,6,,2201DN,Noordwijk,,,,,,,,,,,,,
3213,,103A364,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.buitenplaats@sophiascholen.nl,,071-3010568,https://www.bsdebuitenplaats.nl,De Krogt,6,,2361GT,Warmond,,,,,,,,,,,,,
3214,,103A365,,,2025-10-30T00:00:00,,ALGEMEEN,0,,,directie.vossepark@sophiascholen.nl,,0252-518353,https://www.ikcvossepark.nl/,Weerlaan,22,,2181HH,Hillegom,,,,,,,,,,,,,
3215,,103A366,,,2025-11-19T00:00:00,,ALGEMEEN,2,,,r.post@aves.nl,,0527-612321,,Skagerrak,1,,8303VA,Emmeloord,Skagerrak,1,,8303VA,Emmeloord,,,,,,,,
3216,,103A367,,,2025-12-19T00:00:00,,ALGEMEEN,0,,,directie.giraf@sophiascholen.nl,,0252-519097,https://www.de-giraf.nl,Park Elsbroek,1,,2182SZ,Hillegom,,,,,,,,,,,,,
3217,,103A368,,,2025-11-12T00:00:00,,ALGEMEEN,0,,,obsdekeerkring@aves.nl,,0527698880,,Meteorenstraat,104,,8303BB,Emmeloord,Meteorenstraat,104,,8303BB,Emmeloord,,,,,,,,
3218,,103A369,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.klarinet@sophiascholen.nl,,0252-414408,https://www.deklarinet.nl,Händelstraat,34,,2162AG,Lisse,,,,,,,,,,,,,
3219,,103A370,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.johannes@sophiascholen.nl,,0252-517938,https://www.johannesschool.nl,Mariastraat,30,,2181CT,Hillegom,,,,,,,,,,,,,
3220,,103A371,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.joseph@sophiascholen.nl,,0252-414416,https://www.kindercampusjoseph.nl,Achterweg,7,,2161GA,Lisse,,,,,,,,,,,,,
3221,,103A372,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.willibrord@sophiascholen.nl,,0252-414101,https://www.willibrordschool.nl,Oranjelaan,96,,2161KH,Lisse,,,,,,,,,,,,,
3222,,103A373,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.overplaats@sophiascholen.nl,,0252-223080,https://www.deoverplaats.nl,Willibrorduslaan,71,,2171VB,Sassenheim,,,,,,,,,,,,,
3223,,103A374,,,2025-11-18T00:00:00,,ALGEMEEN,1,,,r.lindeboom@aves.nl,,0527-788688,,Ellertsveld,15,,8302JD,Emmeloord,Ellertsveld,15,,8302JD,Emmeloord,,,,,,,,
3224,,103A375,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.springplank@sophiascholen.nl,,0252-223184,https://www.bsspringplank.nl,Kagerplein,30,,2172EA,Sassenheim,,,,,,,,,,,,,
3225,,103A376,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.sterrenwerk@sophiascholen.nl,,0252-223113,,Knorrenburgerlaan,2,,2171AZ,Sassenheim,,,,,,,,,,,,,
3226,,103A377,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.egelantier@sophiascholen.nl,,0252-520787,https://www.bredeschoolegelantier.nl,Hafkenscheidtlaan,2,,2191BP,De Zilk,,,,,,,,,,,,,
3227,,103A378,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.prinsenhof@sophiascholen.nl,,0252-518353,https://www.rkbsprinsenhof.nl,Langevelderweg,2,,2211AH,Noordwijkerhout,,,,,,,,,,,,,
3228,,103A380,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.victor@sophiascholen.nl,,0252-372699,https://www.stvictorschool.nl,Pilarenlaan,33,,2211LH,Noordwijkerhout,,,,,,,,,,,,,
3229,,103A382,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.startbaan@sophiascholen.nl,,0252-232875,https://www.destartbaan.org,Smirnoffstraat,15,,2171NZ,Sassenheim,,,,,,,,,,,,,
3230,,103A383,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.andreas@sophiascholen.nl,,0252224927,https://www.andreasvoorhout.nl/,Rembrandtlaan,14,,2215CK,Voorhout,,,,,,,,,,,,,
3231,,103A384,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.avonturier@sophiascholen.nl,,0252210264,https://www.bsdeavonturier.nl/,Jacoba van Beierenweg,53,d,2215KV,Voorhout,Jacoba van Beierenweg,53,d,2215KV,Voorhout,,,,,,,,
3232,,103A385,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.emmaus@sophiascholen.nl,,0252-223313,https://www.emmausvoorhout.nl,Bonekruidstraat,11,,2215BG,Voorhout,,,,,,,,,,,,,
3233,,103A387,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.lisbloem@sophiascholen.nl,,0252-413468,https://www.lisbloem.nl,Orion,2,,2163AJ,Lisse,,,,,,,,,,,,,
3234,,103A388,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.fontein@sophiascholen.nl,,0252-530150,https://www.fonteinhillegom.nl,Willem de Rijkelaan,13,,2181TA,Hillegom,,,,,,,,,,,,,
3235,,103A390,,,2025-10-30T00:00:00,,ALGEMEEN,0,,,directie.opzee@sophiascholen.nl,,071-3611314,,Hoogwakersbosstraat,22,,2202SP,Noordwijk,Hoogwakersbosstraat,22,,2202SP,Noordwijk,,,,,,,,
3236,,103A393,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.hoffenne@sophiascholen.nl,,071-3614091,https://www.hoffenne.nl,Invaltij,17,,2201WN,Noordwijk,,,,,,,,,,,,,
3237,,103A395,,,2021-11-19T00:00:00,,ALGEMEEN,0,,,directie.regenboog@sophiascholen.nl,,0252-233307,https://www.pcbsderegenboog-voorhout.nl,Distelweg,60,,2215DZ,Voorhout,Distelweg,60,,2215DZ,Voorhout,,,,,,,,
3238,,103A397,,,2025-11-17T00:00:00,,ALGEMEEN,1,,,j.verweij@aves.nl,,0572-613941,,Vogelsant,6,,8303ZR,Emmeloord,Vogelsant,6,,8303ZR,Emmeloord,,,,,,,,
3239,,103A399,,,2024-02-16T00:00:00,,ALGEMEEN,0,,,,,,,Voorburglaan,72,,6709TS,Wageningen,Voorburglaan,72,,6709TS,Wageningen,,,,,,,,
3240,,103A400,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Nachtegaallaan,49,,6713BW,Ede,,,,,,,,,,,,,
3241,,103A401,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Lange Nieuwstraat,189,,5041DB,Tilburg,,,,,,,,,,,,,
3242,,103A402,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Celebesstraat,12,,6524KE,Nijmegen,,,,,,,,,,,,,
3243,,103A403,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Ganzendonk,4,,4907XZ,Oosterhout,,,,,,,,,,,,,
3244,,103A404,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Helmondselaan,71,,5702NM,Helmond,,,,,,,,,,,,,
3245,,103A405,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Leuvenlaan,35,,6229GX,Maastricht,,,,,,,,,,,,,
3246,,103A407,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,freinet@nieuweregentesseschool.nl,,030-2317488,https://www.nieuweregentesseschool.nl,Kruisdwarsstraat,6,,3581GL,Utrecht,Kruisdwarsstraat,6,,3581GL,Utrecht,,,,,,,,
3247,,103A410,,,2025-11-26T00:00:00,,ALGEMEEN,0,,,info@swsdeschans.nl,,0592-656308,,Norgerweg,18,,9342PH,Een,,,,,,,,,,,,,
3248,,103A411,,,2025-11-26T00:00:00,,ALGEMEEN,1,,,info@obsdehekakker.nl,,0592-613991,,Schoolstraat,5,,9337PB,Westervelde,,,,,,,,,,,,,
3249,,103A412,,,2025-11-26T00:00:00,,ALGEMEEN,0,,,info@eskampen.nl,,050-5033158,,Boerakkerweg,2,A,9321EL,Peize,,,,,,,,,,,,,
3250,,103A413,,,2025-11-26T00:00:00,,ALGEMEEN,1,,,directie@obsdeflint.nl,,0594-514649,,J.P. Santeeweg,109,,9312TA,Nietap,,,,,,,,,,,,,
3251,,103A414,,,2025-11-26T00:00:00,,ALGEMEEN,0,,,directie@obs-roderwolde.nl,,050-5033551,,Hoofdstraat,21,B,9315PA,Roderwolde,,,,,,,,,,,,,
3252,,103A415,,,2025-11-26T00:00:00,,ALGEMEEN,1,,,info@obsdehekakker.nl,,0592-613224,,Brinkhofweide,8,,9331AD,Norg,Brinkhofweide,8,,9331AD,Norg,,,,,,,,
3253,,103A416,,,2025-11-26T00:00:00,,ALGEMEEN,0,,,mail@thogeholt.nl,,050-5019328,,Lijsterbesstraat,1,,9301MK,Roden,,,,,,,,,,,,,
3254,,103A417,,,2025-11-26T00:00:00,,ALGEMEEN,0,,,info@demarke-roden.nl,,050-5017434,,Molenweg,1,,9301JD,Roden,,,,,,,,,,,,,
3255,,103A418,,,2025-11-26T00:00:00,,ALGEMEEN,0,,,info@obsdepoolster.com,,050-5017772,,Zevenhuisterweg,3,,9311VA,Nieuw-Roden,,,,,,,,,,,,,
3256,,103A419,,,2025-11-26T00:00:00,,ALGEMEEN,1,,,info@spectrumpeize.nl,,050-5033612,,Hereweg,1,D,9321CL,Peize,,,,,,,,,,,,,
3257,,103A420,,,2025-11-26T00:00:00,,ALGEMEEN,0,,,,,050-5017172,,Klimop,2,,9301PK,Roden,,,,,,,,,,,,,
3258,,103A421,,,2025-11-26T00:00:00,,ALGEMEEN,0,,,dalton@hetvalkhof.nl,,050-5017300,,Schonauwen,2,,9301SP,Roden,Schonauwen,2,,9301SP,Roden,,,,,,,,
3259,,103A444,,,2025-10-09T00:00:00,,ALGEMEEN,0,,,landelijk.bureau@lovk.nl,,0610990215,,Papeterspad,5,,3311WT,Dordrecht,Papeterspad,5,,3311WT,Dordrecht,,,,,,,,
3260,,103A445,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,bibit.basisschool@bijkinderstad.nl,,,,Millingenstraat,8,,5045JA,Tilburg,Millingenstraat,8,,5045JA,Tilburg,,,,,,,,
3261,,103A446,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,bienekebolders.basisschool@bijkinderstad.nl,,,,Kloosterlaan,26,,5066AN,Moergestel,Kloosterlaan,26,,5066AN,Moergestel,,,,,,,,
3262,,103A447,,,2025-11-10T00:00:00,,ALGEMEEN,1,,,rendierhof.basisschool@bijkinderstad.nl,,,,Professor Verbernelaan,5,,5037AD,Tilburg,Professor Verbernelaan,5,,5037AD,Tilburg,,,,,,,,
3263,,103A448,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,kikkenduut.basisschool@bijkinderstad.nl,,,,Burg. Verwielstraat,65,,5062GC,Oisterwijk,Burg. Verwielstraat,65,,5062GC,Oisterwijk,,,,,,,,
3264,,103A449,,,2025-11-10T00:00:00,,ALGEMEEN,1,,,azc.basisschool@bijkinderstad.nl,,,,Kievitsblekweg,4,,5062SV,Oisterwijk,Kievitsblekweg,4,,5062SV,Oisterwijk,,,,,,,,
3265,,103A450,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,blaak.basisschool@bijkinderstad.nl,,,,Grebbe,42,,5032RT,Tilburg,Grebbe,42,,5032RT,Tilburg,,,,,,,,
3266,,103A451,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,sleutel.basisschool@bijkinderstad.nl,,,,Eilenbergstraat,256,,5011EC,Tilburg,Eilenbergstraat,256,,5011EC,Tilburg,,,,,,,,
3267,,103A452,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,fonkel.basisschool@bijkinderstad.nl,,,,Bemmelstraat,6,,5043BE,Tilburg,Bemmelstraat,6,,5043BE,Tilburg,,,,,,,,
3268,,103A454,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,driehoek.basisschool@bijkinderstad.nl,,,,Zadelmaker,1,,5081EM,Hilvarenbeek,Zadelmaker,1,,5081EM,Hilvarenbeek,,,,,,,,
3269,,103A455,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,vuurvogel.basisschool@bijkinderstad.nl,,,,Eikstraat,11,,5038ML,Tilburg,Eikstraat,11,,5038ML,Tilburg,,,,,,,,
3270,,103A456,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,pantarhei.basisschool@bijkinderstad.nl,,,,Galjoenstraat,50,,5017CN,Tilburg,Galjoenstraat,50,,5017CN,Tilburg,,,,,,,,
3271,,103A457,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,hartevelden.basisschool@bijkinderstad.nl,,,,Gendringenlaan,22,,5043LL,Tilburg,Gendringenlaan,22,,5043LL,Tilburg,,,,,,,,
3272,,103A458,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,oculus.basisschool@bijkinderstad.nl,,,,Bankastraat,2,,5014BW,Tilburg,Bankastraat,2,,5014BW,Tilburg,,,,,,,,
3273,,103A459,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,koolhoven.basisschool@bijkinderstad.nl,,,,Koolhovenlaan,1,a,5036TK,Tilburg,Koolhovenlaan,1,a,5036TK,Tilburg,,,,,,,,
3274,,103A460,,,2025-11-10T00:00:00,,ALGEMEEN,0,,,driecant.basisschool@bijkinderstad.nl,,,,Dalemdreef,25,,5035LZ,Tilburg,Dalemdreef,25,,5035LZ,Tilburg,,,,,,,,
3275,,103A461,,,2021-08-23T00:00:00,,ALGEMEEN,0,,,directie@aremberg.nl,,038-3867520,http://www.aremberg.nl,Julianastraat,2,,8064CD,Zwartsluis,Julianastraat,2,,8064CD,Zwartsluis,,,,,,,,
3276,,103A462,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Bronkhorstsingel,7,,5403NA,Uden,,,,,,,,,,,,,
3277,,103A463,,,2024-08-29T00:00:00,,ALGEMEEN,0,,,,,,,Elisadonk,320,,4707EW,Roosendaal,,,,,,,,,,,,,
3278,,103A464,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Zustersstraat,25,,5914XX,Venlo,,,,,,,,,,,,,
3279,,103A465,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Priorlaan,3,,4003AP,Tiel,,,,,,,,,,,,,
3280,,103A466,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,,,,,Nuenenseweg,6,,5631KB,Eindhoven,,,,,,,,,,,,,
3281,,103A467,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,werkplaatsbo@wpkeesboeke.nl,,0302282842,,Kees Boekelaan,10,,3723BA,Bilthoven,Kees Boekelaan,10,,3723BA,Bilthoven,,,,,,,,
3282,,103A468,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@nieuwhessen.nl,,0543-473214,http://www.accentscholengroep.nl,Hessenweg,4,,7121MG,Aalten,Hessenweg,4,,7121MG,Aalten,,,,,,,,
3283,,103A469,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@hoeksteen.com,,0544461336,http://www.accentscholengroep.nl,Biss Philip Roveniusstraat,8,,7141KS,Groenlo,Biss Philip Roveniusstraat,8,,7141KS,Groenlo,,,,,,,,
3284,,103A470,,,2025-09-29T00:00:00,,ALGEMEEN,0,,,info@cbsbarlo.nl,,0543451236,http://www.cbsbarlo.nl,Markerinkdijk,18,,7122RK,Aalten,Markerinkdijk,18,,7122RK,Aalten,,,,,,,,
3285,,103A471,,,2025-10-06T00:00:00,,ALGEMEEN,0,,Directeur,info@cbsdebataaf.nl,,0543514744,http://www.accentscholengroep.nl,Hortensialaan,18,d,7101XB,Winterswijk,Hortensialaan,18,d,7101XB,Winterswijk,,,,,,,,
3286,,103A472,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@hoeksteengendringen.nl,,0315-681092,http://www.accentscholengroep.nl,Oosterstraat,4,,7081DP,Gendringen,Oosterstraat,4,,7081DP,Gendringen,,,,,,,,
3287,,103A473,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@dehove.nl,,0315-651115,http://www.accentscholengroep.nl,Keizerweg,2,,7095AX,De Heurne,Keizerweg,2,,7095AX,De Heurne,,,,,,,,
3288,,103A474,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@deklimop-lintelo.nl,,0543-461226,http://www.accentscholengroep.nl,Schooldijk,21,,7122LX,Aalten,Schooldijk,21,,7122LX,Aalten,,,,,,,,
3289,,103A475,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@cbsgroen.nl,,0543-472256,http://www.accentscholengroep.nl,Ludgerstraat,86,,7121EM,Aalten,Ludgerstraat,86,,7121EM,Aalten,,,,,,,,
3290,,103A476,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@mollenveldhaart.nl,,0543565438,http://www.accentscholengroep.nl,Haartseweg,12,A,7121KZ,Aalten,Haartseweg,12,A,7121KZ,Aalten,,,,,,,,
3291,,103A477,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@warmelinck.nl,,0543466213,http://www.accentscholengroep.nl,Kruisdijk,17,,7122JX,Aalten,Kruisdijk,17,,7122JX,Aalten,,,,,,,,
3292,,103A478,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@bontebrugschool.nl,,0315-681302,http://www.accentscholengroep.nl,Bontebrug,52,,7064LM,Silvolde,Bontebrug,52,,7064LM,Silvolde,,,,,,,,
3293,,103A479,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@emmaschool-winterswijk.nl,,0543-562436,http://www.accentscholengroep.nl,Vredenseweg,170,,7113AE,Winterswijk Henxel,Vredenseweg,170,,7113AE,Winterswijk Henxel,,,,,,,,
3294,,103A480,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@accentscholengroep.nl,,0315-298385,http://www.accentscholengroep.nl,Stompdijk,3,,7054AT,Westendorp,Stompdijk,3,,7054AT,Westendorp,,,,,,,,
3295,,103A481,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@bosmark.nl,,0315-820213,http://www.accentscholengroep.nl,Europastraat,10,,7091XC,Dinxperlo,Europastraat,10,,7091XC,Dinxperlo,,,,,,,,
3296,,103A482,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@accentscholengroep.nl,,0315-241498,http://www.accentscholengroep.nl,Hofskampstraat,25,,7051DM,Varsseveld,Hofskampstraat,25,,7051DM,Varsseveld,,,,,,,,
3297,,103A483,,,2025-10-06T00:00:00,,ALGEMEEN,0,,,info@ikcdetriangelaalten.nl,,0543-473838,http://www.ikcdetriangelaalten.nl,Dalweg,18,,7122BC,Aalten,Dalweg,18,,7122BC,Aalten,,,,,,,,
3298,,103A484,,,2025-10-06T00:00:00,,ALGEMEEN,0,,Directeur M. Willemsen,info@ikcuniek.nl,,0543-471197,http://www.ikcuniek.nl,Vondelstraat,11,A,7121VB,Aalten,Vondelstraat,11,A,7121VB,Aalten,,,,,,,,
3299,,103A485,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@juliana-winterswijk.nl,,0543-512937,http://www.accentscholengroep.nl,Corleseweg,4,,7102EV,Winterswijk,Corleseweg,4,,7102EV,Winterswijk,,,,,,,,
3300,,103A486,,,2021-08-01T00:00:00,,ALGEMEEN,0,,,info@wilhelmina-winterswijk.nl,,0543-514236,http://www.accentscholengroep.nl,Burgemeester van Nispenstraat,36,,7103WJ,Winterswijk,Burgemeester van Nispenstraat,36,,7103WJ,Winterswijk,,,,,,,,
3301,,103A513,,,2025-10-01T00:00:00,,ALGEMEEN,2,,,directie@hetpalethaaksbergen.nl,,0535723993,https://www.hetpalethaaksbergen.nl,Adriaen Brouwerstraat,2,,7482ZK,Haaksbergen,Adriaen Brouwerstraat,2,,7482ZK,Haaksbergen,,,,,,,,
3302,,103A518,,,2021-09-24T00:00:00,,ALGEMEEN,0,,,directie.sterrenboom@onderwijsprimair.nl,,0182341720,https://www.desterrenboom.nl,Bilwijkerweg,6,b,2821SB,Stolwijk,,,,,,,,,,,,,
